,title,availability,price,url,ups,category
69,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",Instock,£49.05,https://books.toscrape.com/catalogue/the-bulletproof-diet-lose-up-to-a-pound-a-day-reclaim-energy-and-focus-upgrade-your-life_931/index.html,43c6a960757cf559,Health
70,The Art Forger,Instock,£40.76,https://books.toscrape.com/catalogue/the-art-forger_930/index.html,80cfab6bcff3a244,Add a comment
71,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,Instock,£19.73,https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,a3d2a4250807f1e9,History
72,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,Instock,£32.24,https://books.toscrape.com/catalogue/the-activists-tao-te-ching-ancient-advice-for-a-modern-revolution_928/index.html,7d6d2a6c0276f81b,Spirituality
73,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Instock,£41.83,https://books.toscrape.com/catalogue/spark-joy-an-illustrated-master-class-on-the-art-of-organizing-and-tidying-up_927/index.html,87b0615b6e1f4d7b,Nonfiction
74,Soul Reader,Instock,£39.58,https://books.toscrape.com/catalogue/soul-reader_926/index.html,e6af5bf1163c1151,Default
75,Security,Instock,£39.25,https://books.toscrape.com/catalogue/security_925/index.html,6f78a0d744c35456,Horror
76,"Saga, Volume 6 (Saga (Collected Editions) #6)",Instock,£25.02,https://books.toscrape.com/catalogue/saga-volume-6-saga-collected-editions-6_924/index.html,c849f0b2f5d6a742,Fantasy
77,"Saga, Volume 5 (Saga (Collected Editions) #5)",Instock,£51.04,https://books.toscrape.com/catalogue/saga-volume-5-saga-collected-editions-5_923/index.html,53a3d11bb568cc8b,Sequential Art
78,Reskilling America: Learning to Labor in the Twenty-First Century,Instock,£19.83,https://books.toscrape.com/catalogue/reskilling-america-learning-to-labor-in-the-twenty-first-century_922/index.html,d7310206583a54b6,Nonfiction
79,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Instock,£50.40,https://books.toscrape.com/catalogue/rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,c82a3e358c773c73,Sequential Art
80,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Instock,£13.61,https://books.toscrape.com/catalogue/princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,0fa6dceead7ce47a,Sequential Art
81,Princess Between Worlds (Wide-Awake Princess #5),Instock,£13.34,https://books.toscrape.com/catalogue/princess-between-worlds-wide-awake-princess-5_919/index.html,0e691eda369f4e09,Fantasy
82,"Pop Gun War, Volume 1: Gift",Instock,£18.97,https://books.toscrape.com/catalogue/pop-gun-war-volume-1-gift_918/index.html,e80f8e518b300dfe,Sequential Art
83,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",Instock,£36.28,https://books.toscrape.com/catalogue/political-suicide-missteps-peccadilloes-bad-calls-backroom-hijinx-sordid-pasts-rotten-breaks-and-just-plain-dumb-mistakes-in-the-annals-of-american-politics_917/index.html,7392c0032f92d816,History
84,Patience,Instock,£10.16,https://books.toscrape.com/catalogue/patience_916/index.html,9429b4d59c537af5,Sequential Art
85,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Instock,£15.44,https://books.toscrape.com/catalogue/outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,889139b8e9c4cb36,Sequential Art
86,orange: The Complete Collection 1 (orange: The Complete Collection #1),Instock,£48.41,https://books.toscrape.com/catalogue/orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,11809b1d323b3057,Sequential Art
87,Online Marketing for Busy Authors: A Step-By-Step Guide,Instock,£46.35,https://books.toscrape.com/catalogue/online-marketing-for-busy-authors-a-step-by-step-guide_913/index.html,9ffa38d3b832433a,Self Help
88,On a Midnight Clear,Instock,£14.07,https://books.toscrape.com/catalogue/on-a-midnight-clear_912/index.html,b757c0c361e689ce,Add a comment
89,Obsidian (Lux #1),Instock,£14.86,https://books.toscrape.com/catalogue/obsidian-lux-1_911/index.html,3c346ab1e76ae1f6,Young Adult
90,My Paris Kitchen: Recipes and Stories,Instock,£33.37,https://books.toscrape.com/catalogue/my-paris-kitchen-recipes-and-stories_910/index.html,784bc2279baa878d,Food and Drink
91,Masks and Shadows,Instock,£56.40,https://books.toscrape.com/catalogue/masks-and-shadows_909/index.html,fa9610a50a1bf149,Fantasy
92,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",Instock,£14.02,https://books.toscrape.com/catalogue/mama-tried-traditional-italian-cooking-for-the-screwed-crude-vegan-and-tattooed_908/index.html,72f9d5be3472d34e,Food and Drink
93,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Instock,£46.91,https://books.toscrape.com/catalogue/lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,460089f796fb3f82,Sequential Art
94,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Instock,£45.61,https://books.toscrape.com/catalogue/lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,b6ee99bcf06fc91f,Sequential Art
95,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Instock,£19.92,https://books.toscrape.com/catalogue/lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,57e5a4d515c8ce44,Sequential Art
96,"Layered: Baking, Building, and Styling Spectacular Cakes",Instock,£40.11,https://books.toscrape.com/catalogue/layered-baking-building-and-styling-spectacular-cakes_904/index.html,7b75cc7f223791f4,Food and Drink
97,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),Instock,£53.90,https://books.toscrape.com/catalogue/judo-seven-steps-to-black-belt-an-introductory-guide-for-beginners_903/index.html,228f74b74f3a08ae,Add a comment
98,Join,Instock,£35.67,https://books.toscrape.com/catalogue/join_902/index.html,18ad3ed896c7ce05,Science Fiction
99,In the Country We Love: My Family Divided,Instock,£22.00,https://books.toscrape.com/catalogue/in-the-country-we-love-my-family-divided_901/index.html,b136b1b180ca753a,Nonfiction
100,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Instock,£57.36,https://books.toscrape.com/catalogue/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html,e4f74c16de34d440,Science
101,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Instock,£29.17,https://books.toscrape.com/catalogue/i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,8d4eefad7a2b3915,Sequential Art
102,I am a Hero Omnibus Volume 1,Instock,£54.63,https://books.toscrape.com/catalogue/i-am-a-hero-omnibus-volume-1_898/index.html,1c89ae5bb804e4de,Sequential Art
103,How to Be Miserable: 40 Strategies You Already Use,Instock,£46.03,https://books.toscrape.com/catalogue/how-to-be-miserable-40-strategies-you-already-use_897/index.html,a6f99b9e687f9d46,Self Help
104,Her Backup Boyfriend (The Sorensen Family #1),Instock,£33.97,https://books.toscrape.com/catalogue/her-backup-boyfriend-the-sorensen-family-1_896/index.html,2a97cffe61c3c4c7,Romance
105,"Giant Days, Vol. 2 (Giant Days #5-8)",Instock,£22.11,https://books.toscrape.com/catalogue/giant-days-vol-2-giant-days-5-8_895/index.html,f2df3bb043a8abb0,Sequential Art
106,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Instock,£29.69,https://books.toscrape.com/catalogue/forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,9beb96a2300109d7,Historical Fiction
107,First and First (Five Boroughs #3),Instock,£15.97,https://books.toscrape.com/catalogue/first-and-first-five-boroughs-3_893/index.html,9e28048cea8d41f7,Romance
108,Fifty Shades Darker (Fifty Shades #2),Instock,£21.96,https://books.toscrape.com/catalogue/fifty-shades-darker-fifty-shades-2_892/index.html,7add3f8e49ec0826,Romance
109,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,Instock,£54.35,https://books.toscrape.com/catalogue/everydata-the-misinformation-hidden-in-the-little-data-you-consume-every-day_891/index.html,311c0dd0e354a33e,Nonfiction
110,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",Instock,£37.97,https://books.toscrape.com/catalogue/dont-be-a-jerk-and-other-practical-advice-from-dogen-japans-greatest-zen-master_890/index.html,fce19f9b4a943f22,Religion
111,Danganronpa Volume 1,Instock,£51.99,https://books.toscrape.com/catalogue/danganronpa-volume-1_889/index.html,09b6cc87e62c2c58,Sequential Art
112,Crown of Midnight (Throne of Glass #2),Instock,£43.29,https://books.toscrape.com/catalogue/crown-of-midnight-throne-of-glass-2_888/index.html,7267864328ae8b9d,Fantasy
113,"Codename Baboushka, Volume 1: The Conclave of Death",Instock,£36.72,https://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html,8754c83ab2a7ae71,Sequential Art
114,Camp Midnight,Instock,£17.08,https://books.toscrape.com/catalogue/camp-midnight_886/index.html,7b599c8bfcdd8d30,Sequential Art
115,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,Instock,£29.14,https://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html,bee3672891cca906,Nonfiction
116,Burning,Instock,£28.81,https://books.toscrape.com/catalogue/burning_884/index.html,5ceb951f629700a2,Young Adult
117,Bossypants,Instock,£49.46,https://books.toscrape.com/catalogue/bossypants_883/index.html,74baabfc8fd84b38,Default
118,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Instock,£37.92,https://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,bdf415fd484ea8a7,Sequential Art
119,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",Instock,£28.09,https://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html,6d5300b2d8f37e07,Fantasy
120,Algorithms to Live By: The Computer Science of Human Decisions,Instock,£30.81,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,38d45839cb1c83c1,Nonfiction
121,A World of Flavor: Your Gluten Free Passport,Instock,£42.95,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,70ed59f194b3c556,Default
122,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",Instock,£56.76,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,8a380641491d43ed,Default
123,A Murder in Time,Instock,£16.64,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,f733e8c19d40ec2e,Mystery
124,A Flight of Arrows (The Pathfinders #2),Instock,£55.53,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,3a6fb983e2554023,Historical Fiction
125,A Fierce and Subtle Poison,Instock,£28.13,https://books.toscrape.com/catalogue/a-fierce-and-subtle-poison_875/index.html,842790dfaa937484,Young Adult
126,A Court of Thorns and Roses (A Court of Thorns and Roses #1),Instock,£52.37,https://books.toscrape.com/catalogue/a-court-of-thorns-and-roses-a-court-of-thorns-and-roses-1_874/index.html,01d2001ac1e6f8a3,Fantasy
127,(Un)Qualified: How God Uses Broken People to Do Big Things,Instock,£54.00,https://books.toscrape.com/catalogue/unqualified-how-god-uses-broken-people-to-do-big-things_873/index.html,e4ac92d89b946781,Christian
128,You Are What You Love: The Spiritual Power of Habit,Instock,£21.87,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,796c87ddbbaaf8c5,Religion
129,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",Instock,£43.30,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,9270575728a13a61,Science Fiction
130,Tuesday Nights in 1980,Instock,£21.04,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,b8736690cf263a3c,Fiction
131,Tracing Numbers on a Train,Instock,£41.60,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,d7d6d50c1e3d0b81,Default
132,Throne of Glass (Throne of Glass #1),Instock,£35.07,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,590a9cccf7db9f7d,Fantasy
133,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,Instock,£59.64,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,de3f25248ba0789f,History
134,Thirteen Reasons Why,Instock,£52.72,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,bc2a85fd35fdc7bd,Default
135,The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”,Instock,£58.08,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,37c0cb19713d8dda,Childrens
136,The Wedding Dress,Instock,£24.12,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,623e1a180426039b,Romance
137,The Vacationers,Instock,£42.15,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,fd3a622648667296,Fiction
138,The Third Wave: An Entrepreneur’s Vision of the Future,Instock,£12.61,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,3bebf34ee9330cbd,Business
139,The Stranger,Instock,£17.44,https://books.toscrape.com/catalogue/the-stranger_861/index.html,f5a92cff83897d48,Philosophy
140,The Shadow Hero (The Shadow Hero),Instock,£33.14,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,d6361d16212664ed,Sequential Art
141,The Secret (The Secret #1),Instock,£27.37,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,961f18db4f138211,Default
142,The Regional Office Is Under Attack!,Instock,£51.36,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,0651062381f0636a,Fiction
143,The Psychopath Test: A Journey Through the Madness Industry,Instock,£36.00,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,e98a4efa85070c2f,Default
144,The Project,Instock,£10.65,https://books.toscrape.com/catalogue/the-project_856/index.html,790ef197c8f236f5,Science Fiction
145,The Power of Now: A Guide to Spiritual Enlightenment,Instock,£43.54,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,8ec14b1576cb7cb5,Nonfiction
146,The Omnivore's Dilemma: A Natural History of Four Meals,Instock,£38.21,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,209adad1015af86f,Nonfiction
